,Zomato URL,Name of Restaurant,Address,Cuisine,Price for 2,Dining Rating,Dining Rating Count
442,https://www.zomato.com/chennai/arabian-rooster-k-k-nagar,ARABIAN ROOSTER," 18, Mariamman Koil Street, Near Vembuli Amman Temple, K.K. Nagar, Chennai","['Chinese', ' North Indian']",400.0,3.9,480
443,https://www.zomato.com/chennai/madurai-nachiar-velachery,MADURAI NACHIAR," 19, Vandikaran Street, Velachery, Chennai","['South Indian', ' Biryani', ' Chinese']",350.0,3.6,542
444,https://www.zomato.com/chennai/mathura-restaurant-triplicane,MATHURA RESTAURANT," 826, 2nd Floor, Tarapore Towers, Anna Salai, Triplicane, Chennai","['North Indian', ' Chinese', ' South Indian']",500.0,4.2,382
445,https://www.zomato.com/chennai/sher-e-punjab-perungudi,SHER E PUNJAB," 203, MGR Road, Kandanchavadi, Perungudi, Chennai","['North Indian', ' Chinese', ' Mughlai']",400.0,3.9,348
446,https://www.zomato.com/chennai/piano-the-savera-hotel-mylapore,PIANO - THE SAVERA HOTEL," The Savera Hotel, 146, RK Salai, Mylapore, Chennai","['North Indian', ' Continental']",2500.0,3.8,351
447,https://www.zomato.com/chennai/al-beck-ambattur,AL BECK," 1, M.T.H Road, Opposite TVS Lucas, Padi, Near Ambattur, Chennai","['Seafood', ' Biryani', ' North Indian', ' Chinese', ' Arabian', ' Mughlai']",800.0,4.1,383
448,https://www.zomato.com/chennai/shubh-nungambakkam,SHUBH," 12/1&2, Old 52/1&2, Tank Bund Road, Nungambakkam, Chennai","['North Indian', ' Fast Food', ' Street Food', ' Mithai', ' Beverages']",450.0,4.0,271
449,https://www.zomato.com/chennai/al-shafin-multi-cuisine-restaurant-perungudi,AL SHAFIN MULTI CUISINE RESTAURANT," 109, OMR Road, Perungudi, Chennai","['North Indian', ' Chinese', ' Mughlai']",1000.0,4.0,421
450,https://www.zomato.com/chennai/the-belgian-waffle-co-1-nungambakkam,THE BELGIAN WAFFLE CO.," 10/3, Khader Niwaz Khan Road, Nungambakkam, Chennai","['Desserts', ' Beverages', ' Fast Food']",300.0,4.1,370
451,https://www.zomato.com/chennai/hot-kitchen-2-tambaram,HOT KITCHEN," 258, Mudichur Road, Tambaram, Chennai","['Chinese', ' North Indian', ' Chettinad']",450.0,3.9,514
452,https://www.zomato.com/chennai/new-pattukottai-kamatchi-mess-t-nagar,NEW PATTUKOTTAI KAMATCHI MESS," Singaravelu Street, Parthasarathi Puram, T. Nagar, Chennai","['Tamil', ' Chettinad']",550.0,4.6,419
453,https://www.zomato.com/chennai/shmoozies-hand-crafted-ice-creams-egmore,SHMOOZIE'S HAND-CRAFTED ICE CREAMS," 3, Varadarajulu Street, Egmore, Chennai","['Ice Cream', ' Desserts']",400.0,4.5,322
454,https://www.zomato.com/chennai/rotiwala-adyar,ROTIWALA," 14/32, 1st Avenue, Shastri Nagar, Adyar, Chennai","['North Indian', ' Street Food']",250.0,3.9,376
455,https://www.zomato.com/chennai/dynasty-nungambakkam,DYNASTY," 315, Harrisons Hotel, Valluvar Kottam High Road, Nungambakkam, Chennai","['Chinese', ' Seafood']",1200.0,4.2,337
456,https://www.zomato.com/chennai/aneef-biryani-t-nagar,ANEEF BIRYANI," New 151, Old 62/1, Kodambakkam High Road, T. Nagar, Chennai","['Biryani', ' Chinese', ' North Indian', ' South Indian']",300.0,3.9,517
457,https://www.zomato.com/chennai/cafe-mercara-express-itc-grand-chola-guindy,CAFE MERCARA EXPRESS - ITC GRAND CHOLA," ITC Grand Chola, 63, Mount Road, Guindy, Chennai","['Cafe', ' South Indian', ' Continental', ' North Indian']",2500.0,4.3,294
458,https://www.zomato.com/chennai/the-little-white-kitchen-kilpauk,THE LITTLE WHITE KITCHEN," 17A/ 29, Barnaby Road, Kilpauk, Chennai","['Mexican', ' North Indian']",800.0,4.0,333
459,https://www.zomato.com/chennai/citrus-cafe-lemon-tree-guindy,CITRUS CAFE - LEMON TREE," Lemon Tree Hotel, 72, Sardar Patel Road, Guindy, Chennai","['Continental', ' North Indian', ' European', ' American']",1700.0,3.0,309
460,https://www.zomato.com/chennai/the-scoop-bar-anna-nagar-east,THE SCOOP BAR," New 87/1, Old 21/1, F Block, 2nd Main Road, Anna Nagar East, Chennai","['Desserts', ' Ice Cream']",400.0,4.0,219
461,https://www.zomato.com/chennai/sankranti-anna-nagar-east,SANKRANTI," A36, Block A, 6th Street, Anna Nagar East, Chennai","['Andhra', ' North Indian', ' Chinese', ' Seafood', ' Biryani']",700.0,3.9,339
462,https://www.zomato.com/chennai/the-cupcake-company-alwarpet,THE CUPCAKE COMPANY," 187, St Mary's Road, Alwarpet, Chennai","['Bakery', ' Desserts']",600.0,4.0,272
463,https://www.zomato.com/chennai/mozza-anna-nagar-east,MOZZA," 87/1, F Block, 2nd Main Road, Anna Nagar East, Chennai","['Italian', ' Continental', ' Mexican', ' Chinese']",900.0,3.9,169
464,https://www.zomato.com/chennai/majestic-1963-nandanam,MAJESTIC 1963," 537, Anna Salai, Near Audi Showroom, Nandanam, Chennai","['North Indian', ' Mughlai', ' Seafood', ' Kerala', ' Chinese', ' Ice Cream', ' Beverages']",900.0,4.0,296
465,https://www.zomato.com/chennai/inchins-anna-nagar-west,INCHINS," 42/1, Shanti Niketan Colony, Anna Nagar West Extension, Thirumangalam, Anna Nagar West, Chennai","['North Indian', ' Chettinad', ' Chinese', ' Beverages']",600.0,3.7,401
466,https://www.zomato.com/chennai/kebapci-3-nungambakkam,KEBAPCI," Shop 8-10, Shyam Gardens, Khader Nawaz Khan Road, Nungambakkam, Chennai","['Turkish', ' Kebab']",500.0,4.3,375
467,https://www.zomato.com/chennai/shalimar-perambur,SHALIMAR," 17, Perambur High Road, Perambur, Chennai","['North Indian', ' Chinese', ' Biryani']",450.0,4.0,352
468,https://www.zomato.com/chennai/amar-fast-food-restaurant-t-nagar,AMAR FAST FOOD & RESTAURANT," 45, G N Chetty Road, Tower Victorie, T. Nagar, Chennai","['North Indian', ' South Indian', ' Fast Food', ' Chinese']",800.0,4.0,331
469,https://www.zomato.com/chennai/ajanabi-egmore,AJANABI," 149, Fountain Plaza, Pantheon Road, Egmore, Chennai","['Mithai', ' Street Food']",250.0,4.3,324
470,https://www.zomato.com/WinterPalace,WINTER PALACE," 74, Russian Cultural Centre, Kasturi Ranga Road, Alwarpet, Chennai","['European', ' Russian', ' Continental', ' Momos']",1100.0,3.9,329
471,https://www.zomato.com/chennai/dine-royapettah,DINE," 3rd Floor, Express Avenue Mall, Whites Road, Royapettah, Chennai","['Chinese', ' North Indian']",1000.0,4.1,331
472,https://www.zomato.com/chennai/matta-veg-food-corner-ashok-nagar,MATTA VEG FOOD CORNER," 391, 8th Avenue, Ashok Nagar, Chennai","['North Indian', ' Chinese']",250.0,3.8,479
473,https://www.zomato.com/chennai/buzz-vivanta-chennai-sholinganallur,BUZZ - VIVANTA CHENNAI," Vivanta Chennai, IT Expressway, 309, OMR, Elcot SEZ, Sholinganallur, Chennai","['North Indian', ' South Indian', ' European', ' Continental']",2500.0,4.0,326
474,https://www.zomato.com/chennai/rehoboth-biriyani-and-kebabs-thiruvanmiyur,REHOBOTH BIRIYANI AND KEBABS," 55/60, Advent Church Complex, ECR, Thiruvanmiyur, Chennai","['Biryani', ' North Indian', ' Chinese', ' Kebab', ' Chettinad']",600.0,3.8,452
475,https://www.zomato.com/chennai/suryas-chettinad-multi-cuisine-restaurant-sholinganallur,SURYAS CHETTINAD MULTI CUISINE RESTAURANT," 1, TVH Crossway, Nehru Main Road, Sholinganallur, Chennai","['Chettinad', ' Biryani', ' North Indian', ' South Indian', ' Chinese', ' Seafood', ' Beverages']",600.0,4.0,349
476,https://www.zomato.com/chennai/kalos-1-besant-nagar,KALO'S," Shop 8, Thiruvalluvar Nagar, Besant Nagar, Chennai","['Continental', ' Italian']",500.0,4.1,323
477,https://www.zomato.com/chennai/galitos-velachery,GALITO'S," 41, Upper Ground, Old Door 66, New Door 142, Phoenix Market City Chennai, Velachery Road, Velachery, Chennai","['Fast Food', ' Portuguese']",1000.0,4.2,316
478,https://www.zomato.com/chennai/table-9-potheri,TABLE 9," 20, A1, Next to SRM University, Thailavaram, Potheri, Chennai","['Biryani', ' North Indian', ' Kerala']",600.0,3.5,439
479,https://www.zomato.com/chennai/seagull-taj-fishermans-cove-resort-spa-kovalam,SEAGULL - TAJ FISHERMAN'S COVE RESORT & SPA," Taj Fisherman's Cove Resort & Spa, Covelong Beach, Off East Coast Road, Kovalam, Chennai","['Healthy Food', ' Continental', ' Burger', ' South Indian', ' Pizza', ' North Indian', ' Chinese', ' Asian']",3000.0,4.1,308
480,https://www.zomato.com/chennai/pappa-roti-velachery,PAPPA ROTI," Palladium Mall, 28, Velachery Road, Nagendra Nagar, Anna Garden, Velachery, Chennai","['Cafe', ' Desserts']",800.0,4.2,309
481,https://www.zomato.com/chennai/chin-chin-the-residency-t-nagar,CHIN CHIN - THE RESIDENCY," The Residency, 49, G.N. Chetty Road, Opposite Vani Mahal, T. Nagar, Chennai","['Thai', ' Chinese', ' Malaysian']",1500.0,4.1,299
482,https://www.zomato.com/chennai/naattarasan-gst-road,NAATTARASAN," 245, Urapakkam, GST Road, Chennai",['North Indian'],500.0,4.0,408
483,https://www.zomato.com/chennai/sgs-snackers-k-k-nagar,SGS SNACKERS," 3/1, Annai Sathya St, MGR Nagar, Nesapakkam, K.K. Nagar, Chennai","['Pizza', ' Burger', ' Sandwich', ' Rolls', ' Fast Food', ' Beverages']",300.0,3.9,351
484,https://www.zomato.com/chennai/the-square-novotel-egatoor,THE SQUARE - NOVOTEL," Opposite SIPCOT IT Park, Siruseri Old Mahabalipuram, Egatoor, Chennai","['European', ' North Indian', ' Chinese']",2500.0,4.1,301
485,https://www.zomato.com/chennai/kathi-junction-karapakkam,KATHI JUNCTION," 3/43, Rajiv Gandhi Salai, Old Mahabalipuram Road (OMR), Karapakkam, Chennai","['Rolls', ' Fast Food', ' Desserts']",300.0,3.8,454
486,https://www.zomato.com/chennai/goddys-1-nungambakkam,GODDY'S," Flat 1A, 20, Crystal Lawn, Haddows Road 1st Street, Nungambakkam, Chennai","['Cafe', ' Continental', ' Italian', ' Fast Food', ' Desserts', ' Beverages']",1200.0,4.0,254
487,https://www.zomato.com/chennai/ags-restaurant-medavakkam,AGS RESTAURANT," 8/1,  Vijayanagaram, Velachery Main Road, Opposite Putru Koil, Medavakkam, Chennai","['North Indian', ' Chinese', ' South Indian', ' Mughlai', ' Seafood', ' Chettinad']",600.0,3.9,380
488,https://www.zomato.com/chennai/jack-n-jill-fast-food-anna-nagar-west,JACK N JILL FAST FOOD," No 5072A, Z Block, 5th Avenue, Anna Nagar, Chennai ","['Biryani', ' Chinese', ' North Indian', ' Seafood']",400.0,4.1,404
489,https://www.zomato.com/chennai/madras-the-raintree-teynampet,MADRAS - THE RAINTREE," The Raintree, 636, Teynampet, Chennai","['South Indian', ' Kerala', ' Chettinad']",1800.0,4.4,295
490,https://www.zomato.com/chennai/toscano-nungambakkam,TOSCANO," 11, Khader Nawaz Khan Road, Nungambakkam, Chennai","['Italian', ' Continental', ' Fast Food']",1200.0,4.3,291
491,https://www.zomato.com/chennai/craveyard-cafe-adyar,CRAVEYARD CAFE," 9, 11th Cross Street, Indira Nagar, Adyar, Chennai","['Cafe', ' Fast Food', ' Beverages']",650.0,3.9,300
492,https://www.zomato.com/chennai/east-coast-the-restobar-neelangarai,EAST COAST - THE RESTOBAR," 2/520, Sundeep Road, Neelangarai, Chennai","['Finger Food', ' North Indian', ' Continental', ' Italian']",1000.0,4.2,263
493,https://www.zomato.com/chennai/cool-biz-1-adyar,COOL BIZ," 2, Lattice Bridge Road, Near Adyar Signal, Adyar, Chennai","['Juices', ' Beverages', ' Ice Cream', ' Street Food']",250.0,4.2,328
494,https://www.zomato.com/chennai/cafe-amin-royapettah,CAFE AMIN," 21, Royapettah High Road, Near Royapettah Police Station, Royapettah, Chennai","['North Indian', ' Mughlai', ' Chinese', ' Biryani', ' Desserts', ' Beverages']",550.0,4.0,350
495,https://www.zomato.com/chennai/decafe-restaurant-old-mahabalipuram-road-omr,DE'CAFE RESTAURANT," 4/169, OMR, Anna Street, Egatoor, Chennai","['Continental', ' North Indian', ' Chinese', ' South Indian']",550.0,3.7,465
496,https://www.zomato.com/chennai/rahman-biriyani-ramapuram,RAHMAN BIRIYANI," 2/16, Mount Poonamallee High Road, Opposite Gokul Sandiva, Ramapuram, Chennai","['Biryani', ' Chinese', ' North Indian']",600.0,3.9,332
497,https://www.zomato.com/chennai/down-south-multicuisine-restaurant-selaiyur,DOWN SOUTH MULTICUISINE RESTAURANT," 47, Ranganathan Nagar, Selaiyur, Chennai","['South Indian', ' Chettinad']",500.0,4.1,440
498,https://www.zomato.com/chennai/that-waffle-place-kilpauk,THAT WAFFLE PLACE !," 17A/29, Barnaby Road, Kilpauk, Chennai","['Desserts', ' Beverages']",300.0,4.1,289
499,https://www.zomato.com/chennai/the-spice-hablis-hotel-guindy,THE SPICE - HABLIS HOTEL," Hablis Hotel, 19, GST Road, Guindy, Chennai","['South Indian', ' North Indian', ' Salad', ' Asian']",2000.0,3.8,293
500,https://www.zomato.com/chennai/the-rock-anna-nagar-east,THE ROCK," Q 99, SLV Towers, 3rd Avenue, Near Yesesi Supermarket, Anna Nagar East, Chennai","['Thai', ' Chinese', ' North Indian', ' Biryani']",700.0,2.0,442
501,https://www.zomato.com/chennai/hutong-alwarpet,HUTONG," 34, Co-Operative Colony, Alwarpet, Chennai","['Chinese', ' Asian']",700.0,4.1,255
502,https://www.zomato.com/chennai/new-desi-tadka-k-k-nagar,NEW DESI TADKA," 23/789, Dr Ramaswamy Salai, K K Nagar, Chennai","['North Indian', ' Chinese', ' Mughlai']",900.0,3.9,312
503,https://www.zomato.com/chennai/hiside-bar-selaiyur,HISIDE BAR," 108/208 A, The Retreat Hotel, Camp Road Junction, Selaiyur, Chennai",['Finger Food'],1000.0,4.3,452
504,https://www.zomato.com/chennai/this-way-in-1-t-nagar,THIS WAY IN," 9/5, Dheenadayalu Street, T. Nagar, Chennai",['Cafe'],600.0,4.2,287
505,https://www.zomato.com/chennai/the-residency-crowne-plaza-alwarpet,THE RESIDENCY - CROWNE PLAZA," Crowne Plaza, 132, TTK Road, Alwarpet, Chennai","['North Indian', ' South Indian', ' Continental', ' Chinese']",2800.0,4.1,289
506,https://www.zomato.com/chennai/salem-rr-biriyani-unavagam-chromepet,SALEM RR BIRIYANI UNAVAGAM," GST Road, Thoraipakam Road Over Bridge, Chromepet, Chennai","['Biryani', ' South Indian', ' Chettinad', ' North Indian', ' Chinese']",600.0,4.1,333
507,https://www.zomato.com/golddragon,GOLD DRAGON," 1/142 C, OMR, Rajiv Gandhi Salai, Padur, Chennai","['Chinese', ' Thai', ' Malaysian', ' Momos']",900.0,4.1,329
508,https://www.zomato.com/chennai/mahal-biriyani-restaurant-aminijikarai,MAHAL BIRIYANI & RESTAURANT," 570/680, P H Road, Aminjikarai, Chennai","['Biryani', ' Chinese', ' Chettinad']",400.0,3.8,272
509,https://www.zomato.com/chennai/bikkgane-biryani-kottivakkam,BIKKGANE BIRYANI," 2/536, Natesan Colony, Sri Ram Avenue, 4th Street, Kottivakkam, Chennai","['Chinese', ' Andhra', ' Chettinad', ' North Indian']",700.0,4.3,335
510,https://www.zomato.com/chennai/the-mama-shop-anna-nagar-east,THE MAMA SHOP," 111, 1st Street Shanthi Colony, Anna Nagar East, Chennai","['South Indian', ' Continental', ' Chinese']",700.0,4.0,278
511,https://www.zomato.com/chennai/robot-restaurant-1-semmancheri,ROBOT RESTAURANT," 208/3, OMR, Near St. Joseph's College, Semmancheri, Chennai","['Thai', ' Chinese', ' Asian', ' Momos', ' South Indian', ' Desserts', ' Beverages']",1300.0,3.6,341
512,https://www.zomato.com/chennai/sanjeevanam-nungambakkam,SANJEEVANAM," 97, Nungambakkam High Road, Nungambakkam, Chennai","['South Indian', ' North Indian', ' Beverages']",850.0,4.1,337
513,https://www.zomato.com/chennai/star-biriyani-anna-nagar-west,STAR BIRIYANI," 1, Malar Complex, Padi Pudhu Nagar, Anna Nagar West, Chennai","['North Indian', ' Chinese', ' Arabian', ' Biryani', ' Seafood']",650.0,3.7,394
514,https://www.zomato.com/chennai/courtallam-border-parotta-velachery,COURTALLAM BORDER PAROTTA," 6/1, By Pass Road, Near Murugan Kalyana Mandapam, Anand Garden, Gangai Nagar, Velachery, Chennai","['North Indian', ' South Indian', ' Chettinad']",750.0,2.2,300
515,https://www.zomato.com/chennai/amma-chettinadu-restaurant-t-nagar,AMMA CHETTINADU RESTAURANT," 1, Giri Road, T. Nagar, Chennai","['Chettinad', ' Chinese', ' North Indian']",450.0,4.2,323
516,https://www.zomato.com/chennai/toss-nungambakkam,TOSS," 123 & 124, Ispahani Centre, Nungambakkam High Road, Nungambakkam, Chennai","['Cafe', ' Chinese', ' Continental', ' Beverages']",800.0,4.0,282
517,https://www.zomato.com/chennai/o-s-b-hot-chat-west-mambalam,O.S.B HOT & CHAT," 82, Lake View Road, West Mambalam, Chennai","['Street Food', ' North Indian', ' Chinese', ' South Indian']",300.0,4.0,391
518,https://www.zomato.com/chennai/80-degrees-east-nanganallur,80 DEGREES EAST," 34/27, 28th Street, Thillai Ganga Nagar, Nanganallur, Chennai",['Cafe'],600.0,3.8,276
519,https://www.zomato.com/chennai/lotus-the-park-nungambakkam,LOTUS - THE PARK," The Park, 601, Nungambakkam High Road, Nungambakkam, Chennai",['Thai'],2600.0,4.2,278
520,https://www.zomato.com/chennai/krishna-restaurant-1-mylapore,KRISHNA RESTAURANT," New Woodlands Hotel, 72/75, Dr. Radhakrishnan Salai, Mylapore, Chennai","['South Indian', ' North Indian']",500.0,4.1,295
521,https://www.zomato.com/chennai/yaki-bbq-perungudi,YAKI BBQ," 32, Ramalingam Nagar, Old Mahabalipuram Road, Perungudi, Chennai","['Biryani', ' North Indian', ' BBQ', ' South Indian']",1200.0,3.7,315
522,https://www.zomato.com/chennai/sri-balaji-woodlands-mogappair,SRI BALAJI WOODLANDS," 1392, Bus Stand Road, Mogappair, Chennai","['South Indian', ' Chinese', ' North Indian', ' Beverages']",450.0,3.9,219
523,https://www.zomato.com/chennai/rajputana-koyambedu,RAJPUTANA," JP Hotel, 1131, Inner Ring Road, Koyambedu, Chennai","['North Indian', ' Mughlai']",1500.0,4.1,267
524,https://www.zomato.com/chennai/fuji-japanese-restaurant-nandanam,FUJI JAPANESE RESTAURANT," Old 10, New 134, Chamiers Road, Nandanam, Chennai","['Japanese', ' Korean']",1850.0,4.2,261
525,https://www.zomato.com/chennai/al-barack-tambaram,AL BARACK," 3, GST Road, Opposite MEPZ, Tambaram, Chennai","['North Indian', ' Chinese', ' Seafood', ' Mughlai', ' Biryani', ' Beverages']",800.0,4.0,416
526,https://www.zomato.com/chennai/flower-power-tea-room-3-besant-nagar,FLOWER POWER TEA ROOM," 18, 5th Avenue Thiruvalluvar Nagar, Besant Nagar, Chennai","['Cafe', ' Tea', ' Desserts', ' British']",650.0,4.2,264
527,https://www.zomato.com/chennai/surf-turf-kovalam,SURF TURF," 10, Pearl Beach, Ansari Nagar, Kovalam, Chennai Kovalam","['Italian', ' Continental', ' Cafe', ' South Indian']",600.0,4.0,300
528,https://www.zomato.com/chennai/cereal-killer-bistro-1-anna-nagar-east,CEREAL KILLER BISTRO," 36, F Block, 3rd Street, 2nd Main Road, Anna Nagar East, Chennai","['Fast Food', ' Healthy Food', ' Beverages']",500.0,3.9,265
529,https://www.zomato.com/chennai/pitcherr-perfect-old-mahabalipuram-road-omr,PITCHERR PERFECT," 4/301, Old Mahabalipuram Road (OMR), Chennai","['Continental', ' Italian', ' North Indian', ' Chinese', ' Thai']",1500.0,4.1,295
530,https://www.zomato.com/chennai/kolathur-kudumbam-kolathur,KOLATHUR KUDUMBAM," 8, Psilli Nagar, 1st Main Road, Kolathur, Chennai","['South Indian', ' Chinese']",400.0,3.2,264
531,https://www.zomato.com/chennai/royal-north-indian-porur,ROYAL NORTH INDIAN," 36/2, NSC Bose Nagar, Pothapedu Main Road, Porur, Chennai","['North Indian', ' Chinese', ' Fast Food', ' Biryani']",400.0,4.0,308
532,https://www.zomato.com/chennai/frozen-bottle-anna-nagar-west,FROZEN BOTTLE," Plot 995/A, 11th Main Road, 2nd Avenue, Anna Nagar West, Chennai","['Beverages', ' Desserts', ' Ice Cream']",350.0,3.7,261
533,https://www.zomato.com/chennai/amala-chettinadu-mess-anna-nagar-east,AMALA CHETTINADU MESS," 785, Block G, 2nd Avenue, Anna Nagar East, Chennai","['Chettinad', ' South Indian', ' Chinese']",300.0,4.1,364
534,https://www.zomato.com/chennai/rich-n-creamy-chromepet,RICH N CREAMY," 197, GST Road, Chromepet, Chennai","['Bakery', ' Fast Food', ' Ice Cream', ' Desserts']",300.0,4.2,298
535,https://www.zomato.com/chennai/milkshake-and-co-besant-nagar,MILKSHAKE AND CO.," 33/1, Old 54, 25th Cross Street, Besant Nagar, Chennai","['Beverages', ' Fast Food']",400.0,4.4,210
536,https://www.zomato.com/chennai/the-square-novotel-chennai-omr-old-mahabalipuram-road-omr,THE SQUARE - NOVOTEL CHENNAI OMR," Novotel Chennai OMR, Near Shollinganallur Signal, Old Mahabalipuram Road (OMR), Chennai","['Continental', ' Italian', ' North Indian']",2500.0,4.2,188
537,https://www.zomato.com/chennai/hotel-millath-royapettah,HOTEL MILLATH," 7/4, West Cott Road, Near Tower Clock, Royapettah, Chennai","['Mangalorean', ' Chettinad']",500.0,3.9,223
538,https://www.zomato.com/chennai/club-house-taj-club-house-thousand-lights,CLUB HOUSE - TAJ CLUB HOUSE," Taj Club House Hotel, 2, Club House Road, Thousand Lights, Chennai","['North Indian', ' South Indian', ' Continental']",2500.0,4.2,257
539,https://www.zomato.com/chennai/sri-godavari-ruchulu-padur,SRI GODAVARI RUCHULU, Padur Main Road,['Andhra'],350.0,3.9,458
540,https://www.zomato.com/chennai/cafe-coffee-day-the-square-nungambakkam,CAFE COFFEE DAY - THE SQUARE," 7, Wallace Garden Road, Nungambakkam, Chennai","['Cafe', ' Fast Food', ' Desserts', ' Beverages', ' Sandwich']",600.0,3.9,259
541,https://www.zomato.com/chennai/cheese-n-freeze-chromepet,CHEESE N FREEZE," 28, Near Seeman Textiles, Station Road, Radha Nagar, Chromepet, Chennai","['Fast Food', ' Pizza', ' Momos', ' Italian']",400.0,3.9,263
542,https://www.zomato.com/chennai/brown-house-vandalur,BROWN HOUSE," Shop 2/516, GST Road, Vandalur, Chennai","['BBQ', ' North Indian', ' Mughlai', ' Chinese', ' Fast Food']",600.0,3.9,310
543,https://www.zomato.com/chennai/waterside-feathers-a-radha-hotel-ramapuram,"WATERSIDE - FEATHERS, A RADHA HOTEL"," 4/129, Mt Poonamalle High Road, Manapakkam, Ramapuram, Chennai","['Continental', ' South Indian', ' Italian', ' North Indian']",2500.0,4.0,248
544,https://www.zomato.com/chennai/sree-gupta-bhavan-2-gst-road,SREE GUPTA BHAVAN," 1/5, Singaperumal Koil, GST Road, Chennai","['North Indian', ' Street Food', ' Beverages', ' Desserts']",550.0,3.9,267
545,https://www.zomato.com/chennai/sree-agarwal-bhojanaalay-sowcarpet,SREE AGARWAL BHOJANAALAY," 15, Venkatarayan Lane, N.S.C Bose Road, Sowcarpet, Chennai","['Rajasthani', ' Street Food']",200.0,4.4,394
546,https://www.zomato.com/chennai/high-on-grills-anna-nagar-west,HIGH ON GRILLS," 117, Ravilla Tower's, Vasanth Colony, W Block, Anna Nagar West, Chennai","['North Indian', ' Mughlai']",850.0,4.0,168
547,https://www.zomato.com/chennai/le-yogi-mahabalipuram,LE YOGI," 19, Othavadai Street, Fisherman's Colony, Near Gangai Amman Temple, Near Beach, Mahabalipuram","['North Indian', ' Seafood', ' South Indian', ' Nepalese']",650.0,3.9,244
548,https://www.zomato.com/chennai/high-the-raintree-teynampet,HIGH - THE RAINTREE," The Raintree, 636, Anna Salai, Teynampet, Chennai",['Finger Food'],2000.0,4.2,310
549,https://www.zomato.com/chennai/hungry-cars-egatoor,HUNGRY CARS," 14, Rajiv Gandhi Salai, Near Imperial Towers, Egatoor, Chennai","['Asian', ' Cafe', ' South Indian', ' Kebab', ' Chinese', ' Burger']",800.0,4.0,246
550,https://www.zomato.com/chennai/massbunk-restaurant-1-purasavakkam,MASSBUNK RESTAURANT," 73, Dr Alagappa Road, Purasavakkam, Chennai",['Fast Food'],500.0,4.0,250
551,https://www.zomato.com/chennai/m-a-d-house-kilpauk,M.A.D HOUSE," 244, Kilpauk Garden Road, Kilpauk, Chennai","['Italian', ' North Indian', ' Chinese']",400.0,3.9,266
552,https://www.zomato.com/chennai/pulusu-ambattur,PULUSU," E3, OMR Food Street, Ambattur Industrial Estate, Ambattur, Chennai","['Andhra', ' South Indian', ' Biryani']",700.0,4.2,322
553,https://www.zomato.com/chennai/bazaar-zone-by-the-park-pallikaranai,BAZAAR - ZONE BY THE PARK," Zone By The Park, 430, Viduthalai Nagar, S.Kulathur, Pallikaranai, Chennai","['Thai', ' Chinese', ' Continental', ' North Indian', ' South Indian']",1100.0,3.9,243
554,https://www.zomato.com/chennai/bharani-veg-thiruvanmiyur,BHARANI VEG," 51, LB Road, Thiruvanmiyur, Chennai","['North Indian', ' South Indian', ' Chinese']",600.0,3.9,394
555,https://www.zomato.com/chennai/combo-kitchen-ekkaduthangal,COMBO KITCHEN," TS 138/2, 138/3, Chandresan Building, Block 1, Poonamalle Road, Ekkaduthangal, Chennai","['Biryani', ' North Indian']",400.0,4.0,147
556,https://www.zomato.com/chennai/the-chocolate-room-anna-nagar-east,THE CHOCOLATE ROOM," 2254, 6th Avenue, 1st Block, Bharathi Nagar, Anna Nagar East, Chennai","['Cafe', ' Mexican', ' Italian', ' Desserts', ' Beverages']",700.0,3.9,223
557,https://www.zomato.com/chennai/dot-yum-aloft-chennai-sholinganallur,DOT.YUM - ALOFT CHENNAI," Aloft Chennai, 102, Rajiv Gandhi Salai, Sholinganallur, Chennai","['North Indian', ' Italian']",1500.0,3.3,243
558,https://www.zomato.com/chennai/karaikudi-chettinadu-mess-chromepet,KARAIKUDI CHETTINADU MESS," GST Road, Chromepet, Chennai","['Chettinad', ' Chinese', ' South Indian']",550.0,3.5,233
559,https://www.zomato.com/chennai/the-chennai-sandwich-shop-ramapuram,THE CHENNAI SANDWICH SHOP," 1, Elumalai Street, Puthapedu, Ramapuram, Chennai","['Sandwich', ' Fast Food', ' Street Food', ' Beverages']",250.0,4.1,441
560,https://www.zomato.com/chennai/rainbow-restaurant-t-nagar,RAINBOW RESTAURANT," 5,  North Usman Road, T. Nagar, Chennai","['North Indian', ' Kebab', ' Chinese', ' BBQ']",550.0,3.7,275
561,https://www.zomato.com/chennai/quintessence-hotel-raj-park-chennai-alwarpet,QUINTESSENCE - HOTEL RAJ PARK CHENNAI," Hotel Raj Park, 180, TTK Road, Alwarpet, Chennai","['North Indian', ' Continental']",1200.0,4.0,240
562,https://www.zomato.com/chennai/hotel-bhukara-anna-nagar-west,HOTEL BHUKARA," 29, TNHB Complex, Mogappair Main Road, Thirumangalam, Anna Nagar West, Chennai","['North Indian', ' South Indian', ' Chinese', ' Biryani']",650.0,2.6,213
563,https://www.zomato.com/chennai/kriyates-okkiyampet,KRIYATES," 361, Madha Koil Street, Vivekananda Nagar, Okkiyampet, Chennai","['South Indian', ' Beverages']",600.0,4.2,252
564,https://www.zomato.com/chennai/akshaya-bhavan-porur,AKSHAYA BHAVAN," 2/441A, Mount Poonamalle Road, Ayyappanthangal, Porur, Chennai","['Chinese', ' North Indian', ' South Indian']",450.0,3.7,400
